t,tRel,x,y,z,alpha,beta,gamma
1402055468942,0.0,0.04446417720969405,-0.49722090513302075,-0.7171317257998353,38.6613322484505,33.16601467353796,7.096357628073577
1402055469010,0.068,0.04446417720969405,-0.49722090513302075,-0.7171317257998353,38.6613322484505,33.16601467353796,7.096357628073577
1402055469062,0.12,0.0510232233546416,-0.5302754243458531,-0.8048855602711525,38.56686562463409,32.85327955022037,7.06035431393466
1402055469112,0.17,0.10560052488227996,-0.5191555173055977,-0.7838203592391667,38.27093544097508,32.62000558716822,6.82543713519569
1402055469163,0.221,0.09298581324698817,-0.5096067902832278,-0.8459024553040063,38.11890561772293,32.10601669932591,6.7427029481241725
1402055469215,0.273,0.11247988779384975,-0.5015528897345009,-0.8536512382007104,37.89557870873646,31.65129156648365,6.6239533928376195
1402055469265,0.323,0.07353749943522131,-0.5102169552964307,-0.8785603679797851,37.846609008688645,31.142954532274555,6.542289441437424
1402055469317,0.375,0.08174392273353372,-0.5372768149533376,-0.9022491640084357,37.577315291055704,30.839535418893227,6.673514599329714
1402055469369,0.427,0.03183421804756686,-0.5435002507201028,-0.8750062991168337,36.574188998094705,30.793007662936155,6.682355847880489
1402055469425,0.483,0.03183421804756686,-0.5435002507201028,-0.8750062991168337,36.574188998094705,30.793007662936155,6.682355847880489
1402055469476,0.534,0.09936180667600913,-0.569660159960032,-0.7948944496840549,33.50202498565624,31.31198414922828,7.2482743212476946
1402055469527,0.585,0.02014997702004591,-0.5864543162236345,-0.7491337630015613,31.65658210144094,32.03074828879759,5.7136515687369345
1402055469578,0.636,0.11081724682107005,-0.5591961977536677,-0.7484625683133238,28.253041909455064,32.427823529856965,5.680534832839482
1402055469727,0.785,0.8154105386529857,-0.25470425153726467,-0.9388729870424934,13.794973262253414,31.045127765504695,16.20287261604496
1402055469778,0.836,0.9388272412034713,-0.1500342265893985,-0.7514827842776123,11.450269427972827,31.511105189469053,19.850868928462315
1402055469831,0.889,0.5437442930778686,-0.12196761260581916,-0.609075354318705,17.84863428851925,31.07441419171496,22.128102793587118
1402055469884,0.942,0.5437442930778686,-0.12196761260581916,-0.609075354318705,17.84863428851925,31.07441419171496,22.128102793587118
1402055469936,0.994,0.2916636830874957,0.002166037919962442,-0.5481068015941603,24.298607297339675,29.990669124759986,21.56230608719875
1402055469987,1.045,-0.1270165470446043,0.1742416256623652,-0.5510812493753178,40.123818966250205,24.985784540109297,17.808202994626868
1402055470038,1.096,-0.07741191020191748,0.27158993299507456,-0.4902957693832972,48.222372896089546,21.11643683014868,12.85320336069037
1402055470089,1.147,-0.07741191020191748,0.27158993299507456,-0.4902957693832972,48.222372896089546,21.11643683014868,12.85320336069037
1402055470139,1.197,-0.6840619828007833,0.4091314789036119,-0.9231313016179428,67.46939039835794,5.270740206733267,2.7646302178980324
1402055470190,1.248,-0.9067184773654268,0.5526981435780708,-1.2273944218147632,75.35724461854014,-4.648785008244557,-1.1378728776193243
1402055470241,1.299,-1.0672166326450263,0.6103414311151377,-1.4094611480743997,81.00673643511206,-12.85829286428142,-4.69882999537837
1402055470293,1.351,-1.0362518462201507,0.6363640358056739,-1.390439906061212,82.74834439390592,-19.873332373582098,-4.239748761675521
1402055470343,1.401,-0.6798367527657577,0.6884244987651112,-1.3594294110374954,80.0397036227068,-25.45503148663018,-2.773152063478461
1402055470395,1.453,-0.5355988989890885,0.7156216438858182,-1.2884544811134246,74.39966680757054,-29.2966426481943,-1.5362676702788123
1402055470446,1.504,-0.47957250379276567,0.7025798194877476,-1.3167193916157478,66.63236091960492,-31.531209174154608,-2.0212159092778745
1402055470497,1.555,-0.3697924928524731,0.8403501094874681,-1.2613184247865405,56.21122358875156,-32.09244401271206,-4.527497498274567
1402055470550,1.608,-0.045104831225038416,0.8313962887794113,-1.1922959528931782,43.4680649063389,-31.131915252895666,-8.012336658059048
1402055470601,1.659,0.02641919772802386,0.8021094183187844,-1.1387559226244899,32.29738835820789,-28.884385989077305,-11.753840115747916
1402055470651,1.709,0.21489241200484996,0.7959774798160906,-1.0144392291583295,21.943743153186745,-25.695775055404848,-15.086857470213108
1402055470702,1.76,0.3455850714353975,0.72330943248566,-0.9439371825076798,13.742616935732558,-22.68961645123317,-18.076906499421
1402055470756,1.814,0.3692738786361025,0.6064365150537208,-0.9038507767026877,8.12214267278464,-20.015806069375582,-19.557690458123474
1402055470807,1.865,0.20996550619298407,0.49143977286459284,-0.8600119757238551,5.524947461462245,-17.6020394835444,-20.557960236136328
1402055470860,1.918,0.1047005618967412,0.43530663427386984,-0.792926771591145,4.378669841155695,-15.585831396653846,-20.646168545478815
1402055470911,1.969,0.006116684924328849,0.3440291989941404,-0.8470922060208309,3.739835335853162,-14.504720351496276,-20.379395089224968
1402055470961,2.019,-0.13098247741948085,0.29468388787972966,-0.9240007779288516,4.012030362911328,-14.113106128116343,-19.72386779297524
1402055471014,2.072,-0.19045619436033698,0.24985360803119608,-0.840807754078597,4.425605551026235,-13.489370919649279,-18.814651685941996
1402055471064,2.122,-0.31681681332913214,0.20583179204212074,-0.9412830803542854,4.970705127216952,-13.665774813135128,-17.858922066697872
1402055471116,2.174,-0.3219115140890393,0.223175105056996,-0.9324054940218898,5.144333073517879,-13.567287804129261,-17.145088263908775
