t,tRel,x,y,z,alpha,beta,gamma
1397037577466,0,-0.17886,0.095244,-0.97905,327.1809,-6.1085,-9.8527
1397037577630,0.164,-0.17222,0.099778,-0.97416,327.2498,-5.9575,-9.945
1397037577677,0.211,-0.16361,0.10424,-0.9741,327.2649,-5.9063,-9.9547
1397037577721,0.255,-0.17134,0.10907,-0.97896,327.2919,-5.9177,-10.0033
1397037577773,0.307,-0.17036,0.10072,-0.96253,327.2692,-5.8416,-9.981
1397037577818,0.352,-0.16849,0.10723,-0.96154,327.2828,-5.7835,-9.9735
1397037577864,0.398,-0.16746,0.099733,-0.95963,327.2982,-5.7482,-10.0456
1397037577908,0.442,-0.16746,0.099733,-0.95963,327.2982,-5.7482,-10.0456
1397037577958,0.492,-0.17035,0.10071,-0.96543,327.2892,-5.7116,-10.0511
1397037578009,0.543,-0.15101,0.095454,-0.98369,327.6807,-4.8329,-9.6562
1397037578054,0.588,-0.15101,0.095454,-0.98369,327.6807,-4.8329,-9.6562
1397037578105,0.639,-0.095484,0.08685,-0.91381,327.7888,-3.934,-7.047
1397037578254,0.788,0.51546,0.071542,-1.0231,315.8562,-6.8312,37.9771
1397037578302,0.836,0.46374,0.35593,0.52882,305.311,-20.9704,124.5635
1397037578348,0.882,0.61013,0.38693,0.56177,303.8713,-21.8285,122.8976
1397037578395,0.929,0.70404,0.38707,0.32076,302.8757,-20.9195,108.4881
1397037578442,0.976,0.93652,0.3468,-0.16982,303.6408,-17.0456,76.9098
1397037578492,1.026,0.96504,0.16364,-0.88746,311.1009,-10.1934,32.9304
1397037578586,1.12,0.28958,0.11961,-0.81168,326.6052,-5.9754,-12.4952
1397037578636,1.17,-0.63957,0.28838,-0.49217,337.715,-9.0022,-34.5663
1397037578682,1.216,-0.60287,0.15218,-0.9467,337.965,-9.7584,-31.857
1397037578730,1.264,-0.4669,0.20219,-0.734,338.0981,-9.9491,-29.2686
1397037578774,1.308,-0.25604,0.16134,-1.0817,332.1254,-9.6491,-9.9851
1397037578826,1.36,0.20662,0.15963,-1.0981,323.1988,-10.4489,18.2774
1397037578870,1.404,0.74092,0.16821,-0.75742,313.6267,-14.7943,49.8796
1397037578920,1.454,0.76282,0.28901,-0.26489,305.5187,-24.0619,88.8953
1397037578971,1.505,0.80008,0.42509,0.17557,303.2959,-31.6654,115.6225
1397037579020,1.554,0.64681,0.56351,0.48246,299.5785,-31.5221,115.1574
1397037579067,1.601,0.6577,0.56738,0.37335,297.97,-30.8467,111.6981
1397037579116,1.65,0.78498,0.55132,0.25039,297.4063,-29.3848,100.1722
1397037579161,1.695,0.91797,0.47073,-0.19942,299.7409,-24.3864,74.3546
1397037579209,1.743,0.95903,0.27747,-0.62514,307.2818,-16.2362,38.657
1397037579257,1.791,0.45569,0.26179,-0.73566,321.8599,-9.3788,1.3229
1397037579302,1.836,-0.37712,0.2747,-0.56596,334.9049,-10.1965,-24.9586
1397037579350,1.884,-0.48324,0.23761,-0.85091,336.9765,-12.1109,-26.048
1397037579401,1.935,-0.38318,0.20204,-1.0833,334.4754,-11.6155,-16.0329
1397037579446,1.98,-0.21409,0.16619,-1.0157,333.5941,-11.1419,-13.8775
1397037579492,2.026,-0.22679,0.1604,-0.93173,334.0484,-10.6401,-14.2813
1397037579580,2.114,-0.24415,0.16649,-0.92602,333.4342,-10.0998,-12.2431
1397037579626,2.16,-0.16703,0.1539,-0.98454,332.8897,-9.651,-10.4643
1397037579670,2.204,-0.18715,0.15256,-0.98468,333.0336,-9.0304,-9.6524
