t,tRel,x,y,z,alpha,beta,gamma
1396967203312,0,0.69031,-0.26848,-1.0871,261.8231,9.2721,6.5146
1396967203374,0.062,-0.55032,-0.21768,-1.6205,281.9106,26.6052,65.1467
1396967203479,0.167,0.023508,0.14784,-0.83936,284.5225,36.167,77.0989
1396967203524,0.212,-0.83085,-0.51653,-1.4069,291.0848,35.225,60.0668
1396967203576,0.264,0.26797,0.026441,-0.63823,283.9422,30.6276,49.2683
1396967203627,0.315,0.93836,-0.29612,-0.84108,277.451,25.0227,38.7261
1396967203673,0.361,0.86092,-0.3572,-0.72293,273.9785,22.6367,28.7162
1396967203723,0.411,0.42633,-0.40685,-0.9008,269.3128,20.4187,22.3578
1396967203776,0.464,0.75917,-0.28368,-0.96395,266.0124,18.2026,16.0728
1396967203827,0.515,0.85736,-0.39944,-0.94929,264.187,16.0738,12.4731
1396967203918,0.606,0.26231,-0.44751,-1.0769,265.8689,15.3937,13.013
1396967203967,0.655,1.964,-0.075133,-0.61917,269.5466,22.685,52.731
1396967204014,0.702,1.964,-0.075133,-0.61917,269.5466,22.685,52.731
1396967204066,0.754,1.5318,0.94731,-1.9236,293.8916,41.2949,78.8873
1396967204213,0.901,0.5515,-0.6561,0.081852,285.5353,44.5926,85.246
1396967204265,0.953,0.69297,0.035689,1.9023,281.3101,43.0467,90.2484
1396967204312,1,0.097205,-1.9187,0.11464,283.6403,44.4154,81.0257
1396967204367,1.055,0.42732,-0.55611,-0.97483,287.6474,40.9503,79.4067
1396967204417,1.105,0.21973,-0.50627,-0.49952,289.6076,38.477,71.7079
1396967204461,1.149,0.60557,-0.38523,-0.33905,285.6704,34.1386,63.9278
1396967204509,1.197,0.5936,-0.30321,-0.47507,281.7587,29.5905,56.5265
1396967204554,1.242,0.5936,-0.30321,-0.47507,281.7587,29.5905,56.5265
1396967204601,1.289,0.5187,-0.6347,-1.0567,279.904,25.1722,41.9328
1396967204647,1.335,0.68568,-0.39666,-0.71358,275.9628,23.947,26.3725
1396967204696,1.384,0.63912,-0.42469,-0.7536,272.0691,20.3928,16.9022
1396967204741,1.429,0.62197,-0.40969,-0.84063,269.3723,17.837,8.855
1396967204789,1.477,0.39142,-0.19817,-0.92148,266.7094,16.0624,6.7366
1396967204834,1.522,0.23453,-0.31006,-1.2612,265.3347,13.3412,3.3135
1396967204908,1.596,0.16538,-0.26633,-1.1116,262.2887,12.7116,3.9722
1396967204952,1.64,0.16538,-0.26633,-1.1116,262.2887,12.7116,3.9722
1396967205011,1.699,0.018375,-0.21861,-0.93939,262.0729,12.4939,3.1573
1396967205053,1.741,0.018375,-0.21861,-0.93939,262.0729,12.4939,3.1573
1396967205099,1.787,0.044338,-0.2138,-0.9682,262.2447,12.3133,2.0825
1396967205146,1.834,0.053032,-0.15838,-0.88963,261.629,12.1644,2.792
1396967205191,1.879,0.11576,-0.2475,-0.97176,261.6344,11.7066,2.7358
1396967205241,1.929,0.040851,-0.17141,-0.93521,261.3543,11.8412,4.0097
1396967205290,1.978,0.081777,-0.28527,-1.0185,261.4356,11.7418,3.1335
1396967205333,2.021,0.13173,-0.15395,-0.9046,261.4395,12.0279,3.8942
1396967205378,2.066,0.11185,-0.29661,-1.0754,261.2476,11.5127,3.9857
1396967205427,2.115,0.17965,-0.22363,-0.92968,261.2988,12.455,4.0871
1396967205471,2.159,0.024421,-0.23484,-0.97034,261.7227,12.1695,3.7007
