t,tRel,x,y,z,alpha,beta,gamma
1400777955845,0.0,0.070486785624248413,0.33563974206549446,-1.0476920448899056,349.47505178931488,-17.278820421088469,2.2633169607155144
1400777955889,0.043999999999999997,0.057597511905899589,0.33997176390715605,-1.0132799795467053,350.18980371280242,-18.660178981899808,2.4612457591376784
1400777955940,0.095000000000000001,0.018411069086446186,0.33541093254214854,-0.98300158180414132,350.89610187165476,-19.627716953783672,2.6655272931757374
1400777955991,0.14599999999999999,0.023246453428122607,0.33628039701184337,-0.97017332612327034,351.36450532589771,-20.143492058856356,2.8332479495116329
1400777956044,0.19900000000000001,0.025015868518452149,0.35342540978395665,-0.97009706940350027,351.75056981151397,-20.421413148137262,3.1609858310846053
1400777956096,0.251,0.032368093290338698,0.37644305860560107,-0.90886924122492452,352.15577931156696,-20.61471894941138,3.7663837137144447
1400777956148,0.30299999999999999,0.032368093290338698,0.37644305860560107,-0.90886924122492452,352.15577931156696,-20.61471894941138,3.7663837137144447
1400777956200,0.35499999999999998,-0.032429107603798336,0.3756346115042245,-0.83244876334248097,351.83848342443343,-20.661222189302624,4.5884066867213242
1400777956252,0.40699999999999997,0.1342925039246663,0.15389335212357547,-0.79873837750013921,346.57330241205364,-21.027167174026012,12.8015538067151
1400777956302,0.45700000000000002,0.34108525836971276,0.058482219451064361,-0.87465546495243174,343.42521859940501,-22.842108267149875,14.683624997167366
1400777956353,0.50800000000000001,0.34108525836971276,0.058482219451064361,-0.87465546495243174,343.42521859940501,-22.842108267149875,14.683624997167366
1400777956405,0.56000000000000005,0.48863312934152203,0.3864646540053196,-0.7591553490912345,342.15303871128469,-27.066552280036579,16.500402974031886
1400777956458,0.61299999999999999,0.3937711180421114,0.53718527672506644,-0.69414458320391614,342.82523357244526,-29.383471244702839,20.631535925154537
1400777956510,0.66500000000000004,0.52591285996928916,0.58587470631389504,-0.58180198599439137,342.96030199257092,-31.367491491749139,26.553077980597255
1400777956562,0.71699999999999997,0.66217307550302884,0.62335272601236957,-0.78472035387885974,343.13996398420943,-32.922976002143436,34.851945906205806
1400777956615,0.77000000000000002,0.82869643520096747,0.60571961549066089,-0.78472030919064184,342.25947790717021,-34.084321825881005,40.168810430905324
1400777956664,0.81899999999999995,0.97014283758663122,0.36982300745723923,-1.034955262266988,342.35611165891498,-34.231415136215659,45.501822612295548
1400777956720,0.875,0.83693330793372822,0.28327417402259558,-0.70611863477233405,343.81437156414711,-34.238827232151429,41.516067685951391
1400777956771,0.92600000000000005,0.76794140278138634,0.31581008646709352,-0.66209682017976557,344.64151451078141,-34.737861627650958,37.101768421254434
1400777956821,0.97599999999999998,0.67872323782110122,0.43991320004399997,-0.73212599333254169,345.12239653799617,-35.472037605482399,32.950846876627836
1400777956872,1.0269999999999999,0.32363516472025594,0.31692359768773193,-0.6274711847228589,344.77875317601411,-36.738207090660367,29.07564239066329
1400777956923,1.0780000000000001,0.21441956597161035,0.49664123563899082,-0.75160481662854972,345.1742438853741,-37.505830382385689,26.990636223399786
1400777956975,1.1299999999999999,0.19829651874382803,0.61467342147720838,-0.71281494357147046,346.16048086871149,-37.925517295821329,26.59193591372189
1400777957025,1.1799999999999999,0.24086924851225508,0.80862269628060091,-0.64676699859465137,347.26798920769261,-38.492711044022172,26.808636723766366
1400777957076,1.2310000000000001,0.18810712839606825,0.64081805322359375,-0.68618220040136058,348.35121323222552,-39.358648142271804,26.473136444909077
1400777957127,1.282,0.090118140979887379,0.65387514563059956,-0.6808282246529247,349.0295701060117,-40.049098510122121,26.396520997795793
1400777957178,1.333,0.18153282122471948,0.54153251676692049,-0.72207388891408419,349.59899130743594,-40.58571981431416,26.343086967749155
1400777957228,1.383,0.41874123327350521,0.2789879185020559,-0.84965480718613573,350.49399686158461,-40.770766598988175,26.366858775210222
1400777957281,1.4359999999999999,0.086548803642498479,0.54780175237097106,-0.72068582817894999,351.74196865980377,-40.238736681006699,27.382519236538929
1400777957330,1.4850000000000001,0.84611599190154929,0.52199271267361624,-1.0223405827513528,353.58728619979422,-39.254652244900321,29.15152333093685
