t,tRel,x,y,z,alpha,beta,gamma
1396967831846,0.0,0.397347685717158,-0.4288613623290183,-0.7764096672146581,4.664856667579274,26.482072135274127,22.618331823104707
1396967831859,0.013,0.397347685717158,-0.4288613623290183,-0.7764096672146581,4.664856667579274,26.482072135274127,22.618331823104707
1396967831883,0.037,0.397347685717158,-0.4288613623290183,-0.7764096672146581,4.664856667579274,26.482072135274127,22.618331823104707
1396967831894,0.048,0.36673183381454083,-0.42823290722611357,-0.8055889944679195,4.757392525865627,26.109042849595593,22.596170106012785
1396967831922,0.076,0.36673183381454083,-0.42823290722611357,-0.8055889944679195,4.757392525865627,26.109042849595593,22.596170106012785
1396967831984,0.138,0.347712907163091,-0.4372261144256592,-0.8279747763371187,4.142586960214994,25.423593355794893,24.852684069257105
1396967832010,0.164,0.36062662323440425,-0.4026747981107374,-0.7813776192198041,3.92566014930364,25.104735044865976,25.534412684712798
1396967832026,0.18,0.36062662323440425,-0.4026747981107374,-0.7813776192198041,3.92566014930364,25.104735044865976,25.534412684712798
1396967832040,0.194,0.3610007227236963,-0.4170549508257955,-0.8423100423376262,4.107980138528932,24.477058592950407,25.674152392170637
1396967832056,0.21,0.3610007227236963,-0.4170549508257955,-0.8423100423376262,4.107980138528932,24.477058592950407,25.674152392170637
1396967832070,0.224,0.3610007227236963,-0.4170549508257955,-0.8423100423376262,4.107980138528932,24.477058592950407,25.674152392170637
1396967832085,0.239,0.4069693836389109,-0.4189852841341356,-0.8082076410744607,4.104751420137328,24.3556574708241,25.25796707122511
1396967832101,0.255,0.4069693836389109,-0.4189852841341356,-0.8082076410744607,4.104751420137328,24.3556574708241,25.25796707122511
1396967832118,0.272,0.4069693836389109,-0.4189852841341356,-0.8082076410744607,4.104751420137328,24.3556574708241,25.25796707122511
1396967832133,0.287,0.4069693836389109,-0.4189852841341356,-0.8082076410744607,4.104751420137328,24.3556574708241,25.25796707122511
1396967832148,0.302,0.452803385323789,-0.40969278254744596,-0.7740603586622606,3.6797908703359377,24.14696585810702,26.20733789582805
1396967832171,0.325,0.452803385323789,-0.40969278254744596,-0.7740603586622606,3.6797908703359377,24.14696585810702,26.20733789582805
1396967832189,0.343,0.42684127568451685,-0.3988141349760725,-0.7925406091198,4.168183034532166,24.046165267418427,26.04046583910342
1396967832204,0.358,0.42684127568451685,-0.3988141349760725,-0.7925406091198,4.168183034532166,24.046165267418427,26.04046583910342
1396967832219,0.373,0.42684127568451685,-0.3988141349760725,-0.7925406091198,4.168183034532166,24.046165267418427,26.04046583910342
1396967832234,0.388,0.3797353534543654,-0.38739679694023443,-0.8101828787214856,4.848318697661338,23.760871737860697,26.015630969232124
1396967832250,0.404,0.3797353534543654,-0.38739679694023443,-0.8101828787214856,4.848318697661338,23.760871737860697,26.015630969232124
1396967832267,0.421,0.3797353534543654,-0.38739679694023443,-0.8101828787214856,4.848318697661338,23.760871737860697,26.015630969232124
1396967832283,0.437,0.3797353534543654,-0.38739679694023443,-0.8101828787214856,4.848318697661338,23.760871737860697,26.015630969232124
1396967832297,0.451,0.3904194623797922,-0.3366995612600632,-0.7296927890545502,6.378629765191236,23.498020567666536,26.023209917395924
1396967832312,0.466,0.3904194623797922,-0.3366995612600632,-0.7296927890545502,6.378629765191236,23.498020567666536,26.023209917395924
1396967832326,0.48,0.3904194623797922,-0.3366995612600632,-0.7296927890545502,6.378629765191236,23.498020567666536,26.023209917395924
1396967832348,0.502,0.27898434844970704,-0.3728968944129464,-0.8648903603982365,8.595674714568121,22.81181080565476,24.648527464805113
1396967832363,0.517,0.27898434844970704,-0.3728968944129464,-0.8648903603982365,8.595674714568121,22.81181080565476,24.648527464805113
1396967832378,0.532,0.27898434844970704,-0.3728968944129464,-0.8648903603982365,8.595674714568121,22.81181080565476,24.648527464805113
1396967832397,0.551,0.30871734031677245,-0.36441244912963355,-0.886887128336802,8.933515747723868,22.61644182939827,23.5015234996494
1396967832411,0.565,0.30871734031677245,-0.36441244912963355,-0.886887128336802,8.933515747723868,22.61644182939827,23.5015234996494
1396967832426,0.58,0.30871734031677245,-0.36441244912963355,-0.886887128336802,8.933515747723868,22.61644182939827,23.5015234996494
1396967832441,0.595,0.1903689595031738,-0.4084358394622803,-0.9390358113275095,9.264868690648607,23.2957022701044,18.67216062071205
1396967832455,0.609,0.1903689595031738,-0.4084358394622803,-0.9390358113275095,9.264868690648607,23.2957022701044,18.67216062071205
1396967832471,0.625,0.1903689595031738,-0.4084358394622803,-0.9390358113275095,9.264868690648607,23.2957022701044,18.67216062071205
1396967832487,0.641,0.23325510404724628,-0.3376722166442871,-0.7964311676379292,11.38202113736804,24.28842674946431,8.977729126542934
1396967832501,0.655,0.23325510404724628,-0.3376722166442871,-0.7964311676379292,11.38202113736804,24.28842674946431,8.977729126542934
1396967832518,0.672,0.23325510404724628,-0.3376722166442871,-0.7964311676379292,11.38202113736804,24.28842674946431,8.977729126542934
1396967832534,0.688,0.23325510404724628,-0.3376722166442871,-0.7964311676379292,11.38202113736804,24.28842674946431,8.977729126542934
1396967832549,0.703,0.18306664443969725,-0.424447066717837,-0.9942371452740579,10.923244866044923,23.937951626226546,8.81740060517986
1396967832564,0.718,0.18306664443969725,-0.424447066717837,-0.9942371452740579,10.923244866044923,23.937951626226546,8.81740060517986
1396967832579,0.733,0.18306664443969725,-0.424447066717837,-0.9942371452740579,10.923244866044923,23.937951626226546,8.81740060517986
1396967832595,0.749,0.20202572152953593,-0.4310311084968503,-0.8994417214656154,10.342681569806452,24.44641299444772,8.477824057603527
