t,tRel,x,y,z,alpha,beta,gamma
1396994378491,0.0,-0.14107832734481432,-0.270095872959746,-1.008243206719663,283.98375484265057,14.678519355724337,1.6901705983490962
1396994378513,0.022,-0.048736965717924755,-0.22251112775055687,-0.9398288746444159,285.0453435088791,15.031565369932919,0.4479181308469365
1396994378536,0.045,-0.048736965717924755,-0.22251112775055687,-0.9398288746444159,285.0453435088791,15.031565369932919,0.4479181308469365
1396994378553,0.062,0.03170820869335206,-0.2141912769815139,-0.924805289823003,284.6405717269343,14.929817298619428,-0.10482197574310215
1396994378593,0.102,0.03170820869335206,-0.2141912769815139,-0.924805289823003,284.6405717269343,14.929817298619428,-0.10482197574310215
1396994378651,0.16,0.03170820869335206,-0.2141912769815139,-0.924805289823003,284.6405717269343,14.929817298619428,-0.10482197574310215
1396994378669,0.178,-0.026351182022094726,-0.24287679877239512,-0.9648931892571969,284.95501877810455,14.665381372093362,-0.7305268742439417
1396994378683,0.192,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378698,0.207,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378713,0.222,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378728,0.237,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378743,0.252,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378758,0.267,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378772,0.281,-0.0011073182678222656,-0.26143186300857923,-0.9909002413232624,285.08193699647796,14.385567116995217,-1.5741333997124656
1396994378791,0.3,-0.003935468978881836,-0.25867852287956045,-1.0121786939648538,285.47879628673326,14.629653000628608,-2.121737015270548
1396994378804,0.313,-0.003935468978881836,-0.25867852287956045,-1.0121786939648538,285.47879628673326,14.629653000628608,-2.121737015270548
1396994378819,0.328,-0.003935468978881836,-0.25867852287956045,-1.0121786939648538,285.47879628673326,14.629653000628608,-2.121737015270548
1396994378834,0.343,-0.09054571403503417,-0.24874258872985838,-0.973063407902373,286.68459210115736,14.954668138234963,-3.668809280141559
1396994378848,0.357,-0.09054571403503417,-0.24874258872985838,-0.973063407902373,286.68459210115736,14.954668138234963,-3.668809280141559
1396994378863,0.372,-0.09054571403503417,-0.24874258872985838,-0.973063407902373,286.68459210115736,14.954668138234963,-3.668809280141559
1396994378879,0.388,-0.09054571403503417,-0.24874258872985838,-0.973063407902373,286.68459210115736,14.954668138234963,-3.668809280141559
1396994378895,0.404,-0.030107089529726655,-0.24750059844528324,-0.9755773068591207,286.6667609210575,15.194601443383283,-3.837225787865899
1396994378910,0.419,-0.030107089529726655,-0.24750059844528324,-0.9755773068591207,286.6667609210575,15.194601443383283,-3.837225787865899
1396994378927,0.436,-0.030107089529726655,-0.24750059844528324,-0.9755773068591207,286.6667609210575,15.194601443383283,-3.837225787865899
1396994378942,0.451,-0.030107089529726655,-0.24750059844528324,-0.9755773068591207,286.6667609210575,15.194601443383283,-3.837225787865899
1396994378956,0.465,-0.030107089529726655,-0.24750059844528324,-0.9755773068591207,286.6667609210575,15.194601443383283,-3.837225787865899
1396994378980,0.489,-0.030107089529726655,-0.24750059844528324,-0.9755773068591207,286.6667609210575,15.194601443383283,-3.837225787865899
1396994378994,0.503,-0.056697685324628835,-0.2656366624924817,-0.994177250046674,287.1858513119111,15.753981752367705,-4.096660350096356
