t,tRel,x,y,z,alpha,beta,gamma
1396967227348,0.0,0.1376965174998436,-0.23683144095047376,-0.9735123462864849,259.08479510639603,13.385142482559075,8.611416102320767
1396967227363,0.015,0.12874819975479507,-0.21586720992378425,-0.9483432812411523,258.66058038361075,13.49496334962279,9.616975129345454
1396967227380,0.032,0.12874819975479507,-0.21586720992378425,-0.9483432812411523,258.66058038361075,13.49496334962279,9.616975129345454
1396967227395,0.047,0.12874819975479507,-0.21586720992378425,-0.9483432812411523,258.66058038361075,13.49496334962279,9.616975129345454
1396967227437,0.089,0.16205753217834978,-0.1969679796556104,-0.9277681216839702,258.7775725999365,13.257103029987881,9.2875033720931
1396967227506,0.158,0.16205753217834978,-0.1969679796556104,-0.9277681216839702,258.7775725999365,13.257103029987881,9.2875033720931
1396967227523,0.175,0.1790862823530566,-0.18044798272063955,-0.9063250274923629,258.5511429226162,12.996785549124414,9.491574633435125
1396967227543,0.195,0.1790862823530566,-0.18044798272063955,-0.9063250274923629,258.5511429226162,12.996785549124414,9.491574633435125
1396967227555,0.207,0.1790862823530566,-0.18044798272063955,-0.9063250274923629,258.5511429226162,12.996785549124414,9.491574633435125
1396967227570,0.222,0.20787655914306638,-0.2544138575656153,-0.9479841290725581,258.70146360320115,12.62843275862259,9.485668068623461
1396967227585,0.237,0.20787655914306638,-0.2544138575656153,-0.9479841290725581,258.70146360320115,12.62843275862259,9.485668068623461
1396967227599,0.251,0.20787655914306638,-0.2544138575656153,-0.9479841290725581,258.70146360320115,12.62843275862259,9.485668068623461
1396967227616,0.268,0.13513771447555162,-0.17782932465484363,-0.9790788377468846,258.5016511925415,12.714597847984692,9.828299753227878
1396967227633,0.285,0.13513771447555162,-0.17782932465484363,-0.9790788377468846,258.5016511925415,12.714597847984692,9.828299753227878
1396967227647,0.299,0.13513771447555162,-0.17782932465484363,-0.9790788377468846,258.5016511925415,12.714597847984692,9.828299753227878
1396967227662,0.314,0.20216039902618155,-0.26259902718475087,-0.9277680869779829,258.8785495282916,12.540602568091478,9.187507395950336
1396967227678,0.33,0.20216039902618155,-0.26259902718475087,-0.9277680869779829,258.8785495282916,12.540602568091478,9.187507395950336
1396967227694,0.346,0.20216039902618155,-0.26259902718475087,-0.9277680869779829,258.8785495282916,12.540602568091478,9.187507395950336
1396967227709,0.361,0.1543362318243459,-0.19764134521926752,-0.911382778499443,258.6558293363338,12.792594052422148,9.818242136638704
1396967227725,0.377,0.1543362318243459,-0.19764134521926752,-0.911382778499443,258.6558293363338,12.792594052422148,9.818242136638704
1396967227742,0.394,0.1543362318243459,-0.19764134521926752,-0.911382778499443,258.6558293363338,12.792594052422148,9.818242136638704
1396967227757,0.409,0.1543362318243459,-0.19764134521926752,-0.911382778499443,258.6558293363338,12.792594052422148,9.818242136638704
1396967227773,0.425,0.10817303106445819,-0.2585288880157471,-0.9670030959098879,258.7684912663952,12.423880751839523,9.318365484513514
1396967227787,0.439,0.10817303106445819,-0.2585288880157471,-0.9670030959098879,258.7684912663952,12.423880751839523,9.318365484513514
1396967227802,0.454,0.10817303106445819,-0.2585288880157471,-0.9670030959098879,258.7684912663952,12.423880751839523,9.318365484513514
1396967227825,0.477,0.21856067674499005,-0.1963843911743164,-0.8926182376010157,258.60751620853284,12.727295858148311,9.046089716934194
1396967227840,0.492,0.21856067674499005,-0.1963843911743164,-0.8926182376010157,258.60751620853284,12.727295858148311,9.046089716934194
1396967227877,0.529,0.17072154532612066,-0.20090344498123042,-0.9199869315824751,258.55044973135944,12.448991340441198,10.029866141734479
1396967227902,0.554,0.17072154532612066,-0.20090344498123042,-0.9199869315824751,258.55044973135944,12.448991340441198,10.029866141734479
1396967227917,0.569,0.6331466290283203,-0.2086696375296777,-0.8436567953845113,259.23754945207133,13.087045553066773,12.779986327892981
1396967227933,0.585,0.6331466290283203,-0.2086696375296777,-0.8436567953845113,259.23754945207133,13.087045553066773,12.779986327892981
1396967227953,0.605,0.6331466290283203,-0.2086696375296777,-0.8436567953845113,259.23754945207133,13.087045553066773,12.779986327892981
1396967227968,0.62,0.998127737584859,-0.14416086015563456,-0.8575132315561153,258.82513566251737,13.321658845559162,25.344573520284673
1396967227983,0.635,0.998127737584859,-0.14416086015563456,-0.8575132315561153,258.82513566251737,13.321658845559162,25.344573520284673
1396967227998,0.65,0.998127737584859,-0.14416086015563456,-0.8575132315561153,258.82513566251737,13.321658845559162,25.344573520284673
1396967228013,0.665,1.5029900196838377,-0.42411787494935094,-1.065135398096293,263.89243988148536,15.8134797219887,41.280831999673524
1396967228029,0.681,1.5029900196838377,-0.42411787494935094,-1.065135398096293,263.89243988148536,15.8134797219887,41.280831999673524
1396967228044,0.696,1.5029900196838377,-0.42411787494935094,-1.065135398096293,263.89243988148536,15.8134797219887,41.280831999673524
